Sales Person,Country,Product,Date,Month, Amount ,Boxes Shipped
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/Mar/2023,March,"$3,551 ",85
Curtice Advani,Australia,Caramel Stuffed Bars,14/Feb/2023,February,"$10,282 ",136
Curtice Advani,New Zealand,85% Dark Bars,05/Dec/2023,December,"$5,937 ",180
Barr Faughny,New Zealand,Smooth Sliky Salty,25/Jan/2023,January,"$4,552 ",172
Ches Bonnell,UK,85% Dark Bars,28/Jun/2023,June,"$15,945 ",11
Dennison Crosswaite,Australia,Drinking Coco,13/Jul/2023,July,"$7,723 ",188
Roddy Speechley,USA,Milk Bars,16/May/2023,May,"$3,105 ",268
Jan Morforth,India,After Nines,14/Mar/2023,March,"$6,994 ",179
Gunar Cockshoot,USA,After Nines,15/Aug/2023,August,"$4,264 ",252
Ches Bonnell,India,Orange Choco,16/Feb/2023,February,"$1,215 ",271
Mallorie Waber,UK,Manuka Honey Choco,15/Jun/2023,June,"$8,519 ",45
Barr Faughny,Australia,Raspberry Choco,27/May/2023,May,"$9,811 ",105
Wilone O'Kielt,USA,Drinking Coco,14/Jun/2023,June,"$1,066 ",107
Wilone O'Kielt,India,Eclairs,25/Feb/2023,February,"$3,895 ",80
Wilone O'Kielt,India,After Nines,08/Apr/2023,April,"$12,194 ",252
Kelci Walkden,India,99% Dark & Pure,28/Jun/2023,June,"$2,455 ",236
Gunar Cockshoot,Canada,Spicy Special Slims,04/May/2023,May,"$14,888 ",12
Madelene Upcott,Canada,Peanut Butter Cubes,07/May/2023,May,"$15,276 ",121
Kaine Padly,New Zealand,Eclairs,20/Jan/2023,January,"$13,520 ",47
Ches Bonnell,New Zealand,Drinking Coco,16/Feb/2023,February,"$9,196 ",127
Curtice Advani,UK,Drinking Coco,07/Dec/2023,December,$461 ,182
Kelci Walkden,India,Raspberry Choco,16/Jun/2023,June,"$8,217 ",257
Dotty Strutley,Australia,Choco Coated Almonds,13/Apr/2023,April,"$1,864 ",277
Kaine Padly,UK,50% Dark Bites,21/Feb/2023,February,"$3,283 ",72
Roddy Speechley,Canada,Choco Coated Almonds,05/Nov/2023,November,"$5,967 ",247
Ches Bonnell,India,50% Dark Bites,15/Apr/2023,April,"$12,084 ",334
Oby Sorrel,Canada,Peanut Butter Cubes,06/Jul/2023,July,"$12,397 ",179
Oby Sorrel,UK,White Choc,27/Jun/2023,June,"$1,746 ",280
Barr Faughny,India,After Nines,29/Jul/2023,July,"$9,022 ",104
Wilone O'Kielt,Canada,Smooth Sliky Salty,06/Feb/2023,February,"$5,263 ",165
Rafaelita Blaksland,India,Mint Chip Choco,26/Jan/2023,January,"$15,473 ",91
Rafaelita Blaksland,Canada,99% Dark & Pure,03/Feb/2023,February,"$5,567 ",140
Van Tuxwell,Australia,70% Dark Bites,01/Oct/2023,October,"$8,111 ",111
Beverie Moffet,USA,70% Dark Bites,27/Jun/2023,June,"$2,342 ",117
Barr Faughny,Canada,Orange Choco,30/Jun/2023,June,"$8,650 ",19
Roddy Speechley,Australia,85% Dark Bars,07/Aug/2023,August,"$4,445 ",77
Oby Sorrel,India,Spicy Special Slims,06/Aug/2023,August,"$12,531 ",86
Jan Morforth,UK,Manuka Honey Choco,18/Aug/2023,August,"$3,559 ",231
Kaine Padly,Australia,After Nines,04/Aug/2023,August,"$7,890 ",300
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/Aug/2023,August,"$3,589 ",176
Wilone O'Kielt,UK,Milk Bars,26/Aug/2023,August,$305 ,62
Oby Sorrel,Canada,Fruit & Nut Bars,14/Jan/2023,January,"$1,897 ",161
Dennison Crosswaite,USA,Baker's Choco Chips,08/Nov/2023,November,"$18,495 ",298
Madelene Upcott,USA,Almond Choco,31/May/2023,May,"$11,103 ",24
Van Tuxwell,New Zealand,50% Dark Bites,07/Nov/2023,November,"$4,162 ",11
Karlen McCaffrey,Canada,Caramel Stuffed Bars,03/Feb/2023,February,"$3,357 ",308
Madelene Upcott,Australia,Raspberry Choco,13/Jul/2023,July,"$7,034 ",94
Rafaelita Blaksland,UK,Spicy Special Slims,08/Mar/2023,March,"$9,897 ",143
Curtice Advani,UK,Peanut Butter Cubes,03/Jan/2023,January,"$15,653 ",175
Kelci Walkden,New Zealand,White Choc,13/Apr/2023,April,"$7,899 ",148
Beverie Moffet,Canada,Fruit & Nut Bars,14/Feb/2023,February,"$10,645 ",172
Mallorie Waber,India,White Choc,26/Jul/2023,July,$873 ,224
Brien Boise,UK,Drinking Coco,27/Jan/2023,January,"$6,338 ",128
Jehu Rudeforth,India,Peanut Butter Cubes,14/Apr/2023,April,$31 ,451
Oby Sorrel,USA,Almond Choco,19/May/2023,May,"$7,108 ",142
Husein Augar,India,Eclairs,02/Sep/2023,September,"$5,466 ",56
Brien Boise,UK,Spicy Special Slims,25/May/2023,May,"$2,462 ",60
Oby Sorrel,Australia,Manuka Honey Choco,26/Jan/2023,January,"$4,194 ",80
Beverie Moffet,India,White Choc,07/Apr/2023,April,"$1,994 ",299
Ches Bonnell,India,Almond Choco,13/Apr/2023,April,"$12,124 ",80
Gigi Bohling,Australia,Smooth Sliky Salty,25/Jan/2023,January,"$5,884 ",117
Camilla Castle,USA,85% Dark Bars,25/Apr/2023,April,"$2,639 ",80
Camilla Castle,USA,Eclairs,06/Oct/2023,October,"$5,031 ",401
Madelene Upcott,New Zealand,White Choc,22/Aug/2023,August,"$11,511 ",56
Van Tuxwell,India,After Nines,27/Jun/2023,June,"$15,022 ",211
Husein Augar,India,Orange Choco,30/Jun/2023,June,"$4,517 ",40
Jehu Rudeforth,India,Almond Choco,30/Aug/2023,August,"$10,779 ",99
Karlen McCaffrey,Australia,Raspberry Choco,23/Aug/2023,August,"$1,146 ",60
Camilla Castle,New Zealand,99% Dark & Pure,26/Aug/2023,August,"$2,519 ",45
Gigi Bohling,Australia,Orange Choco,03/Sep/2023,September,$597 ,158
Kelci Walkden,UK,Drinking Coco,20/Apr/2023,April,"$1,859 ",24
Mallorie Waber,Canada,Caramel Stuffed Bars,06/Oct/2023,October,"$5,194 ",547
Husein Augar,Australia,Organic Choco Syrup,02/Aug/2023,August,$961 ,155
Brien Boise,Australia,White Choc,25/Aug/2023,August,"$5,347 ",23
Dotty Strutley,India,Peanut Butter Cubes,16/Feb/2023,February,"$9,805 ",76
Dennison Crosswaite,UK,99% Dark & Pure,30/May/2023,May,"$13,205 ",26
Gigi Bohling,New Zealand,50% Dark Bites,29/Jun/2023,June,"$5,929 ",65
Gigi Bohling,USA,Milk Bars,16/Jun/2023,June,$517 ,141
Brien Boise,UK,Caramel Stuffed Bars,03/Apr/2023,April,"$2,883 ",145
Curtice Advani,New Zealand,Peanut Butter Cubes,15/Mar/2023,March,"$1,638 ",454
Curtice Advani,New Zealand,50% Dark Bites,27/Jan/2023,January,"$10,791 ",88
Beverie Moffet,Canada,Drinking Coco,07/May/2023,May,"$1,093 ",115
Barr Faughny,USA,Caramel Stuffed Bars,29/Mar/2023,March,"$3,408 ",316
Mallorie Waber,Canada,Almond Choco,05/Dec/2023,December,"$4,754 ",37
Oby Sorrel,USA,Drinking Coco,03/Nov/2023,November,"$8,281 ",47
Brien Boise,New Zealand,Eclairs,07/Nov/2023,November,"$4,982 ",299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,08/Jan/2023,January,"$13,998 ",60
Gunar Cockshoot,UK,Spicy Special Slims,16/Feb/2023,February,"$13,106 ",199
Curtice Advani,USA,After Nines,13/Apr/2023,April,"$15,729 ",256
Oby Sorrel,India,Choco Coated Almonds,14/Feb/2023,February,$54 ,399
Ches Bonnell,Australia,Peanut Butter Cubes,14/Mar/2023,March,"$10,857 ",73
Oby Sorrel,Australia,Spicy Special Slims,26/Apr/2023,April,"$12,413 ",25
Jehu Rudeforth,Canada,Manuka Honey Choco,04/May/2023,May,"$3,669 ",209
Camilla Castle,Canada,Drinking Coco,03/Mar/2023,March,"$13,555 ",279
Kaine Padly,USA,Spicy Special Slims,13/Jun/2023,June,"$2,334 ",171
Marney O'Breen,New Zealand,70% Dark Bites,14/Feb/2023,February,"$8,973 ",360
Roddy Speechley,New Zealand,99% Dark & Pure,18/Apr/2023,April,"$8,610 ",188
Oby Sorrel,New Zealand,85% Dark Bars,02/Jan/2023,January,"$3,432 ",452
Dotty Strutley,New Zealand,Orange Choco,08/Apr/2023,April,"$2,283 ",155
Andria Kimpton,New Zealand,Almond Choco,04/May/2023,May,"$7,190 ",165
Karlen McCaffrey,Australia,99% Dark & Pure,26/Jan/2023,January,"$11,303 ",166
Kaine Padly,UK,After Nines,21/Jan/2023,January,"$18,911 ",171
Kaine Padly,Canada,After Nines,22/Aug/2023,August,"$6,233 ",178
Kaine Padly,UK,Drinking Coco,27/Jan/2023,January,"$2,335 ",233
Rafaelita Blaksland,UK,50% Dark Bites,16/Feb/2023,February,"$11,100 ",73
Dotty Strutley,USA,Raspberry Choco,01/Mar/2023,March,"$3,591 ",47
Karlen McCaffrey,USA,White Choc,24/Aug/2023,August,"$5,209 ",2
Oby Sorrel,USA,Spicy Special Slims,02/Jul/2023,July,"$6,315 ",398
Mallorie Waber,Australia,Smooth Sliky Salty,02/Nov/2023,November,"$4,455 ",117
Kaine Padly,Canada,Organic Choco Syrup,29/Mar/2023,March,"$6,079 ",78
Marney O'Breen,USA,Peanut Butter Cubes,15/Jun/2023,June,$696 ,363
Dennison Crosswaite,UK,Smooth Sliky Salty,26/Apr/2023,April,$564 ,151
Brien Boise,Australia,Organic Choco Syrup,15/Jul/2023,July,"$4,480 ",261
Beverie Moffet,India,Organic Choco Syrup,23/Jun/2023,June,"$1,094 ",22
Dennison Crosswaite,Australia,Baker's Choco Chips,01/Nov/2023,November,"$15,870 ",449
Beverie Moffet,UK,50% Dark Bites,02/Sep/2023,September,"$2,530 ",297
Van Tuxwell,UK,Almond Choco,06/Jun/2023,June,"$11,258 ",217
Dotty Strutley,UK,Caramel Stuffed Bars,08/Oct/2023,October,"$6,180 ",230
Wilone O'Kielt,Australia,Smooth Sliky Salty,01/Apr/2023,April,"$2,496 ",45
Andria Kimpton,Canada,70% Dark Bites,04/Aug/2023,August,"$10,964 ",16
Barr Faughny,UK,Milk Bars,03/Feb/2023,February,"$4,013 ",409
Van Tuxwell,Canada,Drinking Coco,15/Jun/2023,June,"$4,919 ",746
Jehu Rudeforth,Australia,After Nines,14/Feb/2023,February,"$5,602 ",51
Husein Augar,UK,After Nines,07/May/2023,May,"$3,564 ",372
Barr Faughny,India,Mint Chip Choco,01/Dec/2023,December,"$8,313 ",493
Curtice Advani,India,Mint Chip Choco,03/Mar/2023,March,"$8,447 ",96
Jehu Rudeforth,New Zealand,Milk Bars,18/May/2023,May,"$2,646 ",198
Gunar Cockshoot,India,Caramel Stuffed Bars,28/Jul/2023,July,"$2,707 ",198
Curtice Advani,UK,Manuka Honey Choco,02/Jul/2023,July,"$1,710 ",108
Andria Kimpton,India,Orange Choco,30/May/2023,May,$318 ,417
Mallorie Waber,Australia,Raspberry Choco,25/Apr/2023,April,"$9,480 ",26
Beverie Moffet,Canada,85% Dark Bars,16/Feb/2023,February,"$6,393 ",44
Kelci Walkden,Australia,Drinking Coco,05/Apr/2023,April,"$1,356 ",60
Van Tuxwell,Canada,70% Dark Bites,06/Feb/2023,February,"$7,911 ",74
Dennison Crosswaite,USA,Caramel Stuffed Bars,07/Nov/2023,November,"$2,583 ",501
Beverie Moffet,New Zealand,Spicy Special Slims,06/Jul/2023,July,$66 ,65
Jan Morforth,UK,Almond Choco,07/Jun/2023,June,"$10,669 ",150
Husein Augar,India,Raspberry Choco,15/Jun/2023,June,"$10,994 ",152
Dotty Strutley,India,Mint Chip Choco,14/Apr/2023,April,"$1,260 ",227
Camilla Castle,India,Drinking Coco,08/Aug/2023,August,$492 ,164
Marney O'Breen,UK,Drinking Coco,29/Mar/2023,March,"$1,017 ",28
Roddy Speechley,Australia,Organic Choco Syrup,07/Apr/2023,April,"$4,111 ",81
Ches Bonnell,India,99% Dark & Pure,16/Feb/2023,February,$504 ,105
Rafaelita Blaksland,Canada,Spicy Special Slims,05/Feb/2023,February,"$2,884 ",163
Van Tuxwell,India,Eclairs,21/Jul/2023,July,"$11,862 ",105
Gunar Cockshoot,Australia,99% Dark & Pure,18/Aug/2023,August,"$8,565 ",237
Kaine Padly,USA,85% Dark Bars,22/Jun/2023,June,$538 ,271
Camilla Castle,UK,Peanut Butter Cubes,19/Jul/2023,July,"$5,232 ",125
Madelene Upcott,UK,Peanut Butter Cubes,08/Dec/2023,December,"$7,916 ",84
Madelene Upcott,USA,Choco Coated Almonds,06/Jul/2023,July,"$6,016 ",143
Marney O'Breen,Canada,Peanut Butter Cubes,03/Aug/2023,August,"$7,505 ",97
Ches Bonnell,Australia,Choco Coated Almonds,04/Aug/2023,August,"$1,591 ",182
Curtice Advani,Canada,Eclairs,05/Jun/2023,June,$740 ,205
Roddy Speechley,India,Drinking Coco,31/May/2023,May,"$4,591 ",11
Van Tuxwell,Australia,Mint Chip Choco,13/Jan/2023,January,"$2,687 ",324
Dennison Crosswaite,USA,70% Dark Bites,15/Mar/2023,March,$735 ,77
Andria Kimpton,Canada,Peanut Butter Cubes,16/Feb/2023,February,"$1,161 ",311
Gigi Bohling,USA,70% Dark Bites,14/Jan/2023,January,"$8,078 ",189
Rafaelita Blaksland,Australia,White Choc,21/Mar/2023,March,"$7,468 ",111
Roddy Speechley,Canada,Drinking Coco,17/May/2023,May,"$7,588 ",342
Camilla Castle,New Zealand,85% Dark Bars,08/Aug/2023,August,"$15,373 ",57
Madelene Upcott,Canada,Milk Bars,26/Apr/2023,April,"$3,908 ",86
Madelene Upcott,Australia,70% Dark Bites,15/Apr/2023,April,"$3,741 ",255
Oby Sorrel,Canada,Eclairs,19/May/2023,May,"$6,212 ",561
Dennison Crosswaite,Canada,Drinking Coco,01/Oct/2023,October,"$2,924 ",25
Mallorie Waber,New Zealand,After Nines,05/Apr/2023,April,$502 ,241
Roddy Speechley,Canada,White Choc,04/May/2023,May,"$6,594 ",270
Andria Kimpton,India,After Nines,17/Jan/2023,January,$961 ,71
Roddy Speechley,India,Spicy Special Slims,22/Mar/2023,March,"$11,370 ",170
Dotty Strutley,Australia,White Choc,07/May/2023,May,"$6,068 ",94
Oby Sorrel,Canada,Orange Choco,27/Apr/2023,April,"$8,910 ",355
Kaine Padly,Canada,Almond Choco,08/Dec/2023,December,"$6,865 ",75
Jan Morforth,UK,Baker's Choco Chips,03/Nov/2023,November,$805 ,259
Jehu Rudeforth,UK,Fruit & Nut Bars,13/May/2023,May,"$9,852 ",221
Dennison Crosswaite,USA,Smooth Sliky Salty,05/Dec/2023,December,"$11,823 ",90
Brien Boise,USA,Raspberry Choco,01/Dec/2023,December,$684 ,202
Madelene Upcott,New Zealand,Milk Bars,29/Mar/2023,March,"$14,002 ",388
Roddy Speechley,India,50% Dark Bites,14/Mar/2023,March,"$8,745 ",12
Barr Faughny,New Zealand,99% Dark & Pure,24/May/2023,May,"$9,294 ",201
Dennison Crosswaite,Canada,Organic Choco Syrup,28/Jan/2023,January,"$8,832 ",79
Beverie Moffet,India,Almond Choco,24/May/2023,May,"$3,475 ",104
Brien Boise,Australia,Peanut Butter Cubes,19/Aug/2023,August,$312 ,204
Karlen McCaffrey,Australia,Spicy Special Slims,17/May/2023,May,"$4,791 ",335
Jehu Rudeforth,USA,White Choc,06/Jul/2023,July,"$6,646 ",117
Ches Bonnell,Canada,Organic Choco Syrup,26/Jul/2023,July,$594 ,229
Dotty Strutley,India,Eclairs,28/Jul/2023,July,"$2,346 ",406
Karlen McCaffrey,India,70% Dark Bites,23/May/2023,May,"$5,083 ",368
Jehu Rudeforth,UK,Mint Chip Choco,01/Apr/2024,April,"$6,340 ",187
Van Tuxwell,India,85% Dark Bars,08/Jan/2024,January,"$9,006 ",90
Gigi Bohling,India,Peanut Butter Cubes,07/Jul/2024,July,"$5,159 ",87
Jan Morforth,Australia,Peanut Butter Cubes,27/Apr/2024,April,"$13,371 ",349
Jehu Rudeforth,UK,Peanut Butter Cubes,24/Feb/2024,February,"$14,792 ",182
Van Tuxwell,India,Smooth Sliky Salty,06/Jun/2024,June,"$6,429 ",40
Oby Sorrel,UK,99% Dark & Pure,25/Jan/2024,January,"$15,901 ",188
Gunar Cockshoot,Australia,After Nines,24/Mar/2024,March,"$3,400 ",77
Jehu Rudeforth,New Zealand,50% Dark Bites,20/Apr/2024,April,"$4,358 ",63
Brien Boise,Australia,99% Dark & Pure,07/Apr/2024,April,"$3,356 ",111
Rafaelita Blaksland,UK,Smooth Sliky Salty,13/Jan/2024,January,"$5,288 ",67
Barr Faughny,USA,Orange Choco,03/Oct/2024,October,"$4,244 ",11
Mallorie Waber,Canada,Eclairs,13/Jan/2024,January,"$1,672 ",277
Karlen McCaffrey,New Zealand,Drinking Coco,28/Jul/2024,July,$182 ,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,08/Mar/2024,March,"$8,951 ",189
Beverie Moffet,Australia,Organic Choco Syrup,26/Jan/2024,January,"$7,272 ",385
Van Tuxwell,Canada,Organic Choco Syrup,14/Feb/2024,February,"$4,865 ",42
Roddy Speechley,USA,Smooth Sliky Salty,04/May/2024,May,"$3,175 ",149
Beverie Moffet,Canada,Milk Bars,16/Feb/2024,February,"$10,138 ",250
Curtice Advani,UK,85% Dark Bars,06/Aug/2024,August,"$1,207 ",174
Brien Boise,Australia,Eclairs,27/Jun/2024,June,"$8,223 ",92
Gunar Cockshoot,USA,Spicy Special Slims,17/Feb/2024,February,"$1,441 ",152
Marney O'Breen,USA,After Nines,30/May/2024,May,"$5,612 ",159
Husein Augar,UK,Drinking Coco,14/Mar/2024,March,"$3,562 ",111
Kaine Padly,Australia,Eclairs,28/Feb/2024,February,"$8,385 ",122
Karlen McCaffrey,India,Fruit & Nut Bars,26/Jan/2024,January,$181 ,330
Roddy Speechley,Canada,Spicy Special Slims,02/Sep/2024,September,"$1,800 ",191
Husein Augar,USA,Eclairs,07/Jul/2024,July,"$4,449 ",113
Dennison Crosswaite,New Zealand,White Choc,07/May/2024,May,"$10,113 ",155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,15/Jun/2024,June,"$5,933 ",303
Van Tuxwell,New Zealand,85% Dark Bars,24/May/2024,May,"$2,007 ",124
Rafaelita Blaksland,UK,99% Dark & Pure,29/Jun/2024,June,"$14,087 ",157
Wilone O'Kielt,Australia,Manuka Honey Choco,05/Nov/2024,November,"$4,800 ",90
Karlen McCaffrey,UK,Almond Choco,30/Jun/2024,June,"$8,102 ",138
Andria Kimpton,Canada,After Nines,05/Nov/2024,November,"$2,322 ",71
Roddy Speechley,USA,Manuka Honey Choco,22/Jul/2024,July,"$10,245 ",329
Andria Kimpton,UK,50% Dark Bites,24/Aug/2024,August,"$2,930 ",344
Kelci Walkden,New Zealand,After Nines,07/Jul/2024,July,$170 ,75
Camilla Castle,Australia,85% Dark Bars,19/May/2024,May,"$4,247 ",14
Karlen McCaffrey,India,Manuka Honey Choco,07/Apr/2024,April,"$2,696 ",605
Kelci Walkden,USA,After Nines,06/Feb/2024,February,"$1,084 ",16
Karlen McCaffrey,USA,Raspberry Choco,15/Apr/2024,April,"$17,037 ",347
Mallorie Waber,Canada,Choco Coated Almonds,07/Nov/2024,November,"$5,706 ",247
Andria Kimpton,India,Spicy Special Slims,23/Feb/2024,February,"$6,682 ",139
Madelene Upcott,Canada,Almond Choco,22/Aug/2024,August,"$8,193 ",100
Kaine Padly,USA,Peanut Butter Cubes,16/Feb/2024,February,"$7,568 ",206
Van Tuxwell,USA,50% Dark Bites,13/Jan/2024,January,"$10,772 ",156
Curtice Advani,Australia,Milk Bars,14/Feb/2024,February,"$7,467 ",18
Roddy Speechley,India,Eclairs,06/Oct/2024,October,"$4,986 ",311
Curtice Advani,India,Fruit & Nut Bars,07/Jul/2024,July,"$5,694 ",177
Curtice Advani,Canada,Almond Choco,24/Mar/2024,March,"$5,879 ",75
Brien Boise,Australia,Fruit & Nut Bars,06/Jun/2024,June,"$9,772 ",22
Dotty Strutley,Australia,Drinking Coco,19/Jul/2024,July,$105 ,140
Beverie Moffet,USA,Raspberry Choco,19/Apr/2024,April,"$16,415 ",80
Marney O'Breen,India,85% Dark Bars,19/Jul/2024,July,"$2,553 ",183
Jehu Rudeforth,Canada,Drinking Coco,15/Jul/2024,July,$474 ,25
Ches Bonnell,New Zealand,Spicy Special Slims,14/Feb/2024,February,"$3,874 ",19
Brien Boise,Canada,99% Dark & Pure,18/May/2024,May,"$17,718 ",430
Barr Faughny,Australia,Fruit & Nut Bars,30/Jun/2024,June,"$16,572 ",57
Andria Kimpton,Australia,50% Dark Bites,06/Feb/2024,February,"$5,220 ",216
Andria Kimpton,Australia,Drinking Coco,28/Jun/2024,June,"$1,797 ",49
Marney O'Breen,Australia,Organic Choco Syrup,16/May/2024,May,$296 ,182
Kelci Walkden,Canada,Baker's Choco Chips,26/May/2024,May,"$3,597 ",288
Karlen McCaffrey,India,Almond Choco,07/Jun/2024,June,"$6,580 ",147
Oby Sorrel,India,99% Dark & Pure,27/May/2024,May,"$12,233 ",11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,14/Apr/2024,April,"$2,243 ",11
Van Tuxwell,Australia,Organic Choco Syrup,08/Oct/2024,October,"$22,943 ",14
Camilla Castle,India,50% Dark Bites,07/Apr/2024,April,"$10,591 ",430
Oby Sorrel,India,Organic Choco Syrup,07/Aug/2024,August,"$6,469 ",59
Jan Morforth,USA,Peanut Butter Cubes,22/Jul/2024,July,"$10,464 ",109
Gigi Bohling,USA,Choco Coated Almonds,03/Feb/2024,February,"$14,154 ",105
Gigi Bohling,UK,Almond Choco,01/Oct/2024,October,"$6,031 ",9
Jehu Rudeforth,New Zealand,White Choc,03/Nov/2024,November,"$3,308 ",258
Andria Kimpton,New Zealand,Peanut Butter Cubes,20/Jun/2024,June,"$1,120 ",283
Van Tuxwell,UK,Organic Choco Syrup,26/Aug/2024,August,"$2,303 ",222
Roddy Speechley,Canada,Milk Bars,13/Jul/2024,July,$723 ,33
Camilla Castle,USA,Spicy Special Slims,02/Nov/2024,November,"$1,414 ",261
Marney O'Breen,USA,Orange Choco,27/Jan/2024,January,"$9,002 ",193
Van Tuxwell,UK,99% Dark & Pure,31/Jan/2024,January,"$5,284 ",136
Camilla Castle,USA,White Choc,18/Aug/2024,August,"$10,959 ",23
Andria Kimpton,USA,Raspberry Choco,30/Jun/2024,June,"$15,532 ",22
Dotty Strutley,Australia,Fruit & Nut Bars,23/Aug/2024,August,$317 ,337
Brien Boise,New Zealand,Mint Chip Choco,08/Jan/2024,January,$71 ,188
Roddy Speechley,New Zealand,After Nines,25/May/2024,May,"$9,317 ",11
Roddy Speechley,Canada,Organic Choco Syrup,01/Oct/2024,October,"$4,791 ",86
Dennison Crosswaite,Australia,70% Dark Bites,02/Jul/2024,July,"$6,167 ",114
Karlen McCaffrey,USA,Orange Choco,05/Dec/2024,December,"$11,741 ",433
Madelene Upcott,Australia,Spicy Special Slims,03/Jul/2024,July,"$8,520 ",443
Dennison Crosswaite,Australia,85% Dark Bars,04/May/2024,May,"$8,279 ",453
Andria Kimpton,Canada,Caramel Stuffed Bars,01/Mar/2024,March,"$7,561 ",336
Dennison Crosswaite,UK,Eclairs,24/Mar/2024,March,"$6,702 ",285
Madelene Upcott,India,Raspberry Choco,07/Jul/2024,July,"$4,759 ",10
Van Tuxwell,USA,After Nines,26/Jul/2024,July,$709 ,263
Wilone O'Kielt,Australia,Organic Choco Syrup,07/Jul/2024,July,"$2,003 ",110
Karlen McCaffrey,Canada,50% Dark Bites,15/Jul/2024,July,"$3,248 ",64
Roddy Speechley,New Zealand,Orange Choco,04/Jan/2024,January,$52 ,95
Beverie Moffet,Australia,Eclairs,20/Jun/2024,June,"$2,135 ",6
Kelci Walkden,UK,Fruit & Nut Bars,29/Jun/2024,June,"$15,540 ",520
Marney O'Breen,USA,50% Dark Bites,15/Jun/2024,June,"$1,118 ",114
Husein Augar,USA,After Nines,04/Aug/2024,August,"$13,999 ",179
Dennison Crosswaite,Australia,Raspberry Choco,14/Mar/2024,March,"$6,266 ",31
Andria Kimpton,USA,Fruit & Nut Bars,15/Jul/2024,July,"$1,537 ",386
Kelci Walkden,India,Eclairs,19/Apr/2024,April,"$6,070 ",80
Marney O'Breen,USA,99% Dark & Pure,28/Mar/2024,March,"$4,861 ",286
Brien Boise,Canada,Spicy Special Slims,03/Apr/2024,April,"$8,993 ",97
Karlen McCaffrey,New Zealand,70% Dark Bites,08/Feb/2024,February,$150 ,40
Husein Augar,UK,Spicy Special Slims,25/Aug/2024,August,"$5,594 ",41
Marney O'Breen,USA,Almond Choco,25/Feb/2024,February,"$9,377 ",167
Kelci Walkden,India,Orange Choco,06/Jul/2024,July,"$11,315 ",134
Jan Morforth,India,Spicy Special Slims,04/Dec/2024,December,"$2,048 ",506
Ches Bonnell,India,Spicy Special Slims,07/Jun/2024,June,"$12,563 ",101
Kelci Walkden,UK,Smooth Sliky Salty,19/Jan/2024,January,"$6,884 ",182
Madelene Upcott,Australia,Fruit & Nut Bars,01/May/2024,May,"$6,106 ",90
Madelene Upcott,Canada,70% Dark Bites,24/Jan/2024,January,"$12,635 ",145
Wilone O'Kielt,Australia,Drinking Coco,04/Jun/2024,June,$664 ,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,15/Jun/2024,June,"$7,045 ",21
Gigi Bohling,Canada,Baker's Choco Chips,28/Jan/2024,January,"$1,805 ",47
Kelci Walkden,India,Caramel Stuffed Bars,16/Mar/2024,March,$513 ,131
Rafaelita Blaksland,Australia,Drinking Coco,21/Feb/2024,February,"$13,700 ",389
Kelci Walkden,USA,Manuka Honey Choco,16/Feb/2024,February,"$19,996 ",94
Jehu Rudeforth,Canada,Spicy Special Slims,13/Jan/2024,January,"$2,190 ",29
Kelci Walkden,Australia,Eclairs,23/Mar/2024,March,"$8,727 ",523
Curtice Advani,Canada,Spicy Special Slims,16/Jun/2024,June,$911 ,126
Oby Sorrel,India,Raspberry Choco,14/Apr/2024,April,"$7,621 ",46
Kelci Walkden,UK,Eclairs,25/Jan/2024,January,"$5,055 ",60
Jan Morforth,India,Almond Choco,03/Nov/2024,November,"$5,231 ",23
Dotty Strutley,UK,Almond Choco,28/Jul/2024,July,"$17,104 ",103
